new_payee,amount,typical_amount,amount_ratio,hour,off_hours,urgency_language_flag,behavioral_anomaly_flag,velocity_last_hour,is_fraud
1,388.38,784.16,0.495,7,0,1,0,1,1
0,6087.26,4238.19,1.436,7,0,0,0,1,0
1,3477.96,1555.74,2.236,19,0,0,0,1,1
0,36218.59,1081.95,33.475,14,0,0,0,0,0
1,482.87,1760.11,0.274,7,0,0,0,2,1
1,5267.68,818.69,6.434,13,0,0,0,1,1
0,328.65,592.45,0.555,12,0,0,0,1,1
1,2218.42,1336.44,1.66,22,1,0,0,0,0
0,6434.69,595.92,10.798,7,0,0,0,2,1
1,122.27,1494.62,0.082,16,0,1,0,0,1
0,1385.18,2036.46,0.68,18,0,0,0,1,0
1,869.42,3189.93,0.273,5,1,1,1,1,1
0,725.93,4085.23,0.178,16,0,1,1,1,1
0,2983.27,1027.45,2.904,3,1,0,0,0,0
0,7761.19,2320.35,3.345,6,0,0,1,1,0
1,1520.41,2306.0,0.659,16,0,0,0,0,0
1,2361.69,1988.3,1.188,21,0,1,0,0,1
1,2097.71,961.49,2.182,21,0,0,0,1,1
1,1812.29,586.83,3.088,17,0,1,0,0,0
0,438.72,2325.76,0.189,5,1,0,0,1,1
0,7638.66,318.56,23.979,9,0,0,1,1,0
0,2653.82,1163.22,2.281,17,0,0,0,0,0
0,3021.01,148.67,20.32,23,1,0,0,0,1
0,633.68,444.63,1.425,6,0,0,0,0,0
0,995.27,672.22,1.481,13,0,0,0,1,0
0,1438.02,3972.11,0.362,21,0,0,0,2,0
0,246.08,2749.84,0.089,13,0,0,0,0,0
0,201.45,899.16,0.224,9,0,0,0,0,0
0,828.01,2853.87,0.29,21,0,0,0,0,0
1,3566.28,3290.72,1.084,8,0,0,0,0,0
1,773.5,1281.01,0.604,9,0,0,0,1,0
1,480.85,425.84,1.129,1,1,1,1,0,1
0,626.98,1227.68,0.511,2,1,0,0,0,1
0,1000.3,1355.46,0.738,15,0,0,0,0,0
1,1141.37,488.23,2.338,9,0,0,0,2,1
0,30187.34,2059.75,14.656,22,1,0,0,1,1
0,7122.45,1904.23,3.74,10,0,0,0,1,0
0,6851.39,2209.54,3.101,9,0,0,0,1,0
0,8259.79,1902.7,4.341,11,0,0,0,1,0
0,493.5,2855.09,0.173,13,0,0,1,0,0
0,369.05,1259.67,0.293,8,0,0,0,0,0
0,428.83,1775.09,0.242,12,0,0,0,1,0
0,10248.21,1034.87,9.903,5,1,0,0,1,1
0,887.71,874.76,1.015,10,0,1,0,1,1
1,355.4,4936.56,0.072,0,1,1,0,0,1
0,1032.47,235.24,4.389,14,0,0,0,0,1
0,1325.85,3258.7,0.407,6,0,0,0,0,0
1,2563.01,846.84,3.027,10,0,0,0,0,1
0,2505.48,753.68,3.324,16,0,0,0,0,0
0,616.07,1873.23,0.329,4,1,0,0,1,0
0,4408.78,387.36,11.382,8,0,0,0,0,0
0,787.65,710.22,1.109,15,0,0,0,1,0
0,1475.63,689.37,2.141,10,0,0,0,0,0
1,4415.19,1212.87,3.64,16,0,0,0,2,0
0,784.96,717.86,1.093,5,1,0,0,0,0
0,862.51,6254.19,0.138,14,0,0,0,0,0
0,3901.7,7460.03,0.523,2,1,0,0,1,0
0,592.85,239.9,2.471,8,0,0,0,0,0
0,1096.38,2416.05,0.454,11,0,0,0,1,0
0,3723.67,3206.06,1.161,18,0,0,0,1,0
0,26116.44,2413.15,10.823,17,0,0,0,0,0
0,3972.0,818.68,4.852,15,0,0,1,0,0
0,3342.36,1188.34,2.813,7,0,0,0,1,0
0,3604.87,754.88,4.775,18,0,0,0,1,0
1,448.03,1014.11,0.442,4,1,0,1,0,1
0,2101.22,498.21,4.218,11,0,0,0,2,1
0,1739.41,1335.0,1.303,5,1,0,0,0,1
0,2746.44,382.79,7.175,11,0,0,0,0,0
1,2103.72,1236.3,1.702,14,0,0,0,0,1
0,2961.97,481.2,6.155,9,0,0,0,0,0
0,1206.03,1783.15,0.676,16,0,0,0,0,0
1,1951.18,803.13,2.429,6,0,0,0,0,0
1,366.44,1922.77,0.191,6,0,1,1,0,1
0,1192.87,3918.34,0.304,20,0,1,0,0,1
0,11026.8,6188.84,1.782,10,0,0,1,1,1
1,2736.54,152.14,17.987,1,1,0,0,0,1
1,1759.53,698.7,2.518,20,0,1,0,0,1
1,21268.03,1126.9,18.873,1,1,1,0,2,1
0,308.25,2240.14,0.138,13,0,0,0,1,0
0,427.39,335.18,1.275,17,0,0,0,2,0
0,16756.22,611.62,27.396,15,0,0,0,0,0
1,1919.36,1664.57,1.153,10,0,1,0,1,1
0,1319.02,1597.83,0.826,8,0,0,0,1,1
0,380.33,2079.45,0.183,6,0,0,0,1,0
1,3235.71,2206.82,1.466,3,1,1,1,2,1
0,3669.45,2007.68,1.828,15,0,0,1,0,1
1,435.79,1762.15,0.247,13,0,1,0,0,0
0,1506.65,1556.45,0.968,10,0,0,0,0,0
0,1168.91,2692.67,0.434,7,0,0,0,0,0
0,2521.91,197.28,12.783,10,0,0,0,1,1
1,421.99,5942.59,0.071,19,0,1,1,0,1
0,9205.27,203.56,45.221,16,0,0,0,0,0
0,5946.58,560.46,10.61,18,0,0,0,0,0
1,1127.63,1207.03,0.934,9,0,1,1,0,1
0,1364.65,2711.76,0.503,11,0,0,0,0,0
0,1514.21,99.91,15.156,0,1,0,0,0,1
0,657.34,1443.3,0.455,1,1,0,0,0,0
0,1015.91,3020.43,0.336,17,0,0,0,0,0
0,1272.39,3623.03,0.351,6,0,0,0,0,0
0,14716.56,790.29,18.622,15,0,0,0,1,0
0,6189.46,1129.18,5.481,12,0,0,0,1,0
0,6093.95,850.2,7.168,3,1,0,0,1,0
0,2924.57,1039.6,2.813,9,0,0,0,1,0
0,423.04,584.85,0.723,8,0,0,0,0,0
0,1713.1,664.92,2.576,17,0,0,0,0,0
0,6384.54,2188.43,2.917,8,0,0,0,1,0
0,352.22,1666.45,0.211,21,0,1,0,0,1
0,4136.14,2304.06,1.795,9,0,0,1,0,0
0,37026.61,1794.74,20.631,7,0,0,1,0,1
1,7189.39,2790.3,2.577,22,1,1,0,2,1
0,11364.37,3262.97,3.483,10,0,0,0,0,0
1,2401.48,308.73,7.779,12,0,1,0,0,1
1,6363.36,686.17,9.274,23,1,0,0,1,1
0,711.08,1202.02,0.592,12,0,0,0,0,0
0,5087.91,1450.39,3.508,15,0,1,0,0,0
0,4233.16,809.91,5.227,12,0,0,1,0,1
1,2635.65,3363.78,0.784,11,0,0,1,0,1
0,10004.69,8795.13,1.138,14,0,0,0,3,1
0,897.47,1750.31,0.513,15,0,0,0,0,0
0,1417.75,1597.04,0.888,7,0,0,0,0,0
1,2046.94,3179.6,0.644,5,1,0,0,0,1
1,474.14,276.09,1.717,23,1,0,0,0,1
0,2428.46,1518.72,1.599,7,0,0,0,0,0
0,193.52,3572.9,0.054,1,1,0,0,0,0
0,7051.82,829.78,8.498,17,0,0,0,0,0
0,1921.05,490.83,3.914,10,0,0,0,0,0
1,918.59,1252.35,0.733,16,0,1,1,1,1
0,611.13,1401.62,0.436,9,0,0,0,0,0
0,1332.81,653.42,2.04,1,1,0,0,0,0
0,4423.73,9764.86,0.453,22,1,0,0,0,0
1,3685.13,962.15,3.83,18,0,0,1,1,1
1,722.56,524.11,1.379,19,0,1,0,0,1
0,601.93,1360.68,0.442,19,0,0,0,0,0
1,4247.0,3351.2,1.267,19,0,0,0,0,0
0,706.94,1503.68,0.47,1,1,0,0,0,0
0,1954.49,2291.67,0.853,5,1,0,0,0,0
0,2123.63,675.63,3.143,16,0,0,0,0,0
0,2712.65,5647.23,0.48,11,0,0,0,1,1
0,5517.89,2454.16,2.248,4,1,0,0,0,0
1,350.08,3800.67,0.092,1,1,0,0,0,1
0,150.73,2056.26,0.073,8,0,0,0,0,0
0,864.64,3110.05,0.278,1,1,0,0,1,0
0,18807.05,674.69,27.875,21,0,0,0,0,1
0,25054.94,951.21,26.34,19,0,0,0,0,0
1,19546.08,4973.27,3.93,13,0,1,1,0,1
0,1406.87,6025.57,0.233,21,0,0,0,0,0
0,178.26,527.23,0.338,14,0,0,0,1,0
1,85.97,1853.37,0.046,1,1,1,0,0,1
0,813.83,1004.4,0.81,17,0,0,0,0,0
0,1397.59,790.5,1.768,11,0,0,0,0,0
0,9806.62,1912.86,5.127,6,0,0,0,0,0
0,5586.72,4133.45,1.352,15,0,0,0,0,0
1,2429.95,2222.74,1.093,18,0,0,0,1,1
1,568.61,1110.36,0.512,2,1,0,0,1,0
0,518.52,2352.83,0.22,14,0,0,0,0,0
1,2515.85,1070.65,2.35,14,0,1,0,0,1
0,4474.57,2145.02,2.086,6,0,0,0,0,0
0,3009.25,5202.11,0.578,7,0,0,0,1,0
0,471.08,228.28,2.064,6,0,0,0,1,0
0,4212.74,3033.67,1.389,2,1,1,0,0,1
0,3145.36,370.5,8.49,18,0,0,0,0,0
0,449.5,4471.57,0.101,22,1,0,0,0,0
1,652.22,834.37,0.782,18,0,1,1,1,1
0,4425.09,494.77,8.944,17,0,0,0,0,1
0,1332.94,2767.62,0.482,6,0,0,0,3,0
0,14269.67,2054.43,6.946,18,0,0,0,0,0
0,3468.47,602.29,5.759,4,1,0,0,0,0
0,960.43,479.29,2.004,22,1,0,0,0,0
0,1784.21,1250.46,1.427,12,0,0,0,0,0
1,1963.33,500.86,3.92,1,1,1,1,0,1
0,701.41,569.45,1.232,23,1,0,0,0,0
0,552.05,1642.64,0.336,17,0,0,0,0,0
0,4499.88,620.62,7.251,3,1,0,0,0,0
0,5425.45,2173.05,2.497,3,1,0,0,0,0
0,3963.63,5659.72,0.7,7,0,0,0,0,0
1,12963.77,1295.04,10.01,10,0,1,0,0,1
0,893.99,1664.26,0.537,0,1,0,0,0,0
0,15939.44,9102.34,1.751,8,0,0,0,1,0
0,560.49,508.34,1.103,5,1,0,0,1,0
0,484.69,4324.76,0.112,3,1,0,0,1,1
0,183.47,3880.7,0.047,5,1,0,0,0,0
1,1012.79,3193.54,0.317,12,0,0,0,0,0
0,939.32,4734.22,0.198,21,0,0,0,1,0
1,3582.15,1905.53,1.88,8,0,1,0,0,1
0,2482.59,876.0,2.834,13,0,0,0,2,1
1,383.42,3964.42,0.097,11,0,0,0,1,0
0,1085.13,4103.35,0.264,3,1,0,0,0,0
0,1115.55,4002.93,0.279,7,0,0,0,0,0
0,179.69,1540.79,0.117,16,0,0,0,2,0
1,505.11,776.99,0.65,21,0,0,1,0,1
0,663.77,1758.52,0.377,4,1,0,1,0,1
0,11657.59,3456.48,3.373,2,1,0,0,0,0
0,2318.99,3721.63,0.623,3,1,0,0,1,1
1,4276.2,1005.55,4.253,7,0,1,0,1,1
0,257.69,1966.16,0.131,15,0,0,0,1,0
1,8539.68,455.82,18.735,10,0,0,1,0,1
0,9812.7,3591.97,2.732,1,1,0,0,1,0
0,134.58,731.45,0.184,7,0,0,0,1,0
0,722.77,3001.09,0.241,6,0,0,0,0,0
1,3444.37,526.17,6.546,0,1,1,0,0,1
0,4178.49,3745.36,1.116,1,1,0,0,0,0
1,748.41,1977.62,0.378,22,1,0,0,0,1
0,1215.43,732.73,1.659,12,0,0,0,0,0
0,831.64,2757.89,0.302,10,0,0,0,2,0
0,2087.13,870.16,2.399,2,1,0,0,1,1
0,8572.65,2906.19,2.95,1,1,0,1,0,0
1,663.58,1156.67,0.574,15,0,1,0,1,1
1,6641.32,314.52,21.116,0,1,0,0,0,1
1,654.47,611.45,1.07,6,0,1,0,0,1
1,600.69,1004.88,0.598,2,1,0,0,0,0
0,5240.5,5071.39,1.033,21,0,0,0,0,0
0,5994.02,3331.0,1.799,15,0,0,0,0,0
1,5468.9,6383.52,0.857,23,1,0,0,0,1
0,326.84,6556.89,0.05,5,1,0,0,0,0
1,986.6,914.82,1.078,13,0,0,0,1,1
1,5270.52,1249.33,4.219,22,1,0,0,0,1
0,1908.37,1022.34,1.867,10,0,0,0,1,0
1,447.73,808.87,0.554,21,0,1,0,0,1
0,3280.7,282.21,11.625,22,1,0,0,0,0
0,713.91,1460.78,0.489,20,0,0,0,0,0
0,18636.59,465.44,40.041,18,0,0,0,0,0
0,13470.99,1435.47,9.384,21,0,0,0,0,0
0,3965.26,9938.72,0.399,0,1,0,0,0,1
0,10607.42,935.98,11.333,20,0,0,0,1,0
1,1966.93,1763.92,1.115,12,0,0,0,0,0
1,4890.59,3347.55,1.461,19,0,1,0,1,1
0,12345.37,1905.05,6.48,8,0,0,0,0,0
0,2487.79,1926.07,1.292,10,0,0,0,2,1
1,1297.58,1068.31,1.215,0,1,0,1,1,1
0,197.16,1201.48,0.164,12,0,0,0,0,0
0,1622.83,623.9,2.601,19,0,0,0,2,0
0,5273.5,3169.85,1.664,0,1,0,0,2,0
0,6181.54,308.79,20.019,2,1,0,0,2,1
0,3483.09,3547.43,0.982,19,0,0,0,0,1
1,894.54,418.5,2.137,16,0,0,1,0,1
0,138.4,3520.46,0.039,4,1,0,0,0,0
0,949.77,1076.6,0.882,5,1,0,0,1,0
0,1217.25,488.49,2.492,16,0,0,0,0,0
0,1203.74,2493.32,0.483,9,0,0,0,2,0
0,4040.5,3414.86,1.183,10,0,0,0,1,0
1,23893.92,997.98,23.942,12,0,1,1,1,1
1,2123.01,2831.46,0.75,9,0,0,0,0,1
0,1364.1,189.32,7.205,13,0,0,0,0,0
1,1290.79,451.0,2.862,12,0,0,0,0,1
1,2125.37,4737.04,0.449,3,1,0,0,0,0
1,615.98,1210.39,0.509,19,0,1,0,1,1
0,2113.83,277.0,7.631,16,0,0,0,1,0
0,3248.85,789.2,4.117,17,0,0,0,0,0
0,2374.62,644.8,3.683,10,0,0,0,0,0
0,3277.4,1274.91,2.571,9,0,0,1,0,0
0,3177.57,1060.32,2.997,20,0,0,0,3,1
0,180.65,1738.95,0.104,17,0,0,0,0,0
1,4137.85,1390.59,2.976,18,0,1,0,0,1
1,755.73,5032.97,0.15,8,0,1,0,1,1
1,435.03,2169.16,0.201,4,1,0,0,0,0
0,430.18,2234.79,0.192,0,1,0,0,1,0
0,3176.72,4224.44,0.752,4,1,0,0,1,1
0,1353.78,1043.26,1.298,2,1,0,0,0,0
0,203.05,475.47,0.427,0,1,0,0,0,0
0,3365.89,4386.44,0.767,18,0,0,0,1,0
0,278.25,1672.81,0.166,5,1,0,0,0,0
0,2168.45,1678.1,1.292,9,0,0,1,0,0
1,2465.25,837.15,2.945,4,1,0,0,2,0
0,5717.29,849.65,6.729,11,0,0,0,0,0
1,18328.09,3171.79,5.778,11,0,0,0,0,1
0,306.72,3591.02,0.085,16,0,1,0,1,0
0,1688.82,2997.22,0.563,1,1,0,0,0,0
0,1262.39,3021.97,0.418,20,0,0,0,1,1
0,3177.58,2470.38,1.286,13,0,0,0,0,0
0,2393.16,1666.32,1.436,11,0,0,0,0,0
0,1143.32,1264.15,0.904,12,0,0,0,1,1
0,1019.25,4399.7,0.232,4,1,0,0,0,0
0,423.53,1057.49,0.401,4,1,0,0,0,0
0,6530.38,2065.2,3.162,16,0,0,0,3,1
1,3284.49,717.94,4.575,4,1,1,0,0,1
0,5961.63,817.81,7.29,23,1,0,0,0,0
1,1207.71,1196.86,1.009,18,0,0,0,1,1
0,769.79,717.99,1.072,3,1,0,0,2,0
1,445.05,3035.3,0.147,6,0,0,1,1,1
1,2883.02,440.0,6.552,22,1,1,0,1,1
0,467.91,1618.58,0.289,16,0,0,1,1,0
0,19995.49,1667.79,11.989,10,0,0,0,0,1
1,330.32,290.12,1.139,5,1,0,1,0,1
0,2580.55,995.33,2.593,12,0,0,0,1,0
0,13862.06,1863.35,7.439,11,0,0,0,1,1
0,3939.53,2177.33,1.809,4,1,0,0,1,0
1,2271.91,1231.67,1.845,23,1,1,0,0,1
1,513.36,2722.21,0.189,9,0,0,1,0,1
0,299.98,1341.6,0.224,10,0,0,0,2,0
0,4920.01,1498.6,3.283,8,0,0,0,0,0
0,12810.13,1856.57,6.9,12,0,0,0,0,0
0,1021.98,3409.43,0.3,2,1,0,0,0,0
1,411.26,805.81,0.51,16,0,0,1,0,1
0,74.02,955.14,0.077,17,0,0,0,0,0
0,505.23,810.78,0.623,4,1,0,0,0,0
0,1559.7,1097.75,1.421,15,0,0,0,2,0
1,14455.93,5343.36,2.705,22,1,1,0,0,1
0,4337.59,2478.61,1.75,15,0,0,0,0,0
0,2688.16,534.87,5.026,10,0,0,0,0,1
0,1074.75,862.3,1.246,21,0,0,0,1,1
0,847.16,2070.39,0.409,3,1,0,0,0,0
0,11241.21,654.68,17.171,8,0,0,0,0,1
0,2347.16,770.62,3.046,14,0,0,0,0,0
0,117.52,4966.47,0.024,11,0,0,0,0,0
1,753.25,852.32,0.884,15,0,0,1,0,0
1,592.48,3495.39,0.17,3,1,1,1,0,1
1,888.79,4581.54,0.194,2,1,0,0,0,0
0,3758.53,765.01,4.913,20,0,0,0,1,0
1,1572.34,664.5,2.366,3,1,0,1,1,1
0,1636.11,1154.57,1.417,1,1,0,0,1,0
0,9971.79,555.7,17.945,18,0,0,0,0,0
0,731.14,1650.66,0.443,6,0,0,0,0,1
0,20403.45,1230.18,16.586,1,1,0,0,1,1
0,755.44,2047.8,0.369,0,1,0,0,0,0
0,2030.34,5204.34,0.39,17,0,0,0,2,0
0,1254.43,3089.41,0.406,7,0,0,0,0,0
0,2122.7,2299.2,0.923,7,0,0,0,1,0
0,3222.68,252.28,12.774,9,0,0,0,0,1
0,3177.93,2206.23,1.44,17,0,0,0,1,0
0,679.22,6976.93,0.097,21,0,0,0,1,0
1,419.98,98.55,4.262,10,0,0,0,0,1
1,46822.7,2752.99,17.008,22,1,1,0,1,1
0,963.74,1282.51,0.751,0,1,0,0,0,0
0,4487.16,688.96,6.513,6,0,0,0,0,0
0,223.65,3044.27,0.073,7,0,0,0,0,0
1,1257.03,6896.27,0.182,13,0,1,0,0,1
0,1532.48,2974.13,0.515,23,1,0,0,0,0
0,3343.12,1059.9,3.154,18,0,1,0,0,1
0,52.5,633.26,0.083,7,0,0,0,0,0
0,2243.93,1686.09,1.331,18,0,0,0,0,0
0,405.59,3248.19,0.125,21,0,0,0,0,0
1,2756.31,1044.87,2.638,3,1,0,0,0,1
0,470.02,1139.85,0.412,22,1,1,0,0,1
0,594.59,18765.97,0.032,23,1,0,0,0,0
1,1266.84,3908.02,0.324,9,0,0,0,0,0
1,460.34,4167.68,0.11,21,0,0,0,0,0
0,974.38,397.72,2.45,9,0,0,0,1,0
0,383.22,783.31,0.489,3,1,0,0,0,0
0,166.81,1583.22,0.105,7,0,0,0,0,0
1,6790.94,601.23,11.295,6,0,0,0,0,0
0,335.34,6250.13,0.054,14,0,0,0,0,0
1,1433.27,5267.34,0.272,7,0,1,0,0,1
0,4811.47,915.81,5.254,9,0,0,0,0,0
0,812.87,7372.61,0.11,6,0,1,0,0,0
0,618.49,1474.65,0.419,18,0,0,0,0,0
0,2426.27,15221.3,0.159,2,1,0,0,2,0
0,7733.48,1686.17,4.586,8,0,0,0,0,0
0,395.4,2486.36,0.159,15,0,0,0,0,0
0,1487.43,5218.23,0.285,13,0,0,0,0,0
1,190.14,4674.47,0.041,6,0,0,0,1,0
0,1084.46,2344.1,0.463,11,0,0,0,0,0
1,1890.25,1303.72,1.45,0,1,1,0,0,0
0,595.25,2351.29,0.253,15,0,0,0,0,0
0,998.16,710.12,1.406,2,1,0,0,1,1
0,289.83,1697.51,0.171,0,1,0,0,0,0
0,1998.6,545.46,3.664,5,1,0,0,0,0
1,7132.4,298.03,23.932,1,1,0,0,0,1
0,434.29,1549.03,0.28,6,0,0,0,0,0
0,804.75,4610.31,0.175,7,0,0,0,1,0
0,3474.86,3405.76,1.02,12,0,0,0,0,0
0,8740.46,1375.1,6.356,15,0,0,0,1,0
0,259.53,7131.6,0.036,21,0,0,0,1,0
1,1451.83,887.0,1.637,20,0,0,0,0,1
1,2612.52,263.47,9.916,9,0,1,0,0,0
0,1583.4,207.7,7.623,3,1,0,0,0,0
0,72.25,511.29,0.141,23,1,0,0,0,0
0,3468.29,3087.02,1.124,20,0,0,0,0,0
0,13031.66,836.04,15.587,12,0,0,0,0,0
0,2104.14,2241.42,0.939,16,0,0,0,0,1
0,473.22,6513.65,0.073,7,0,0,0,0,0
0,927.91,550.0,1.687,7,0,0,0,0,0
0,18049.75,2277.08,7.927,22,1,0,0,0,0
0,5901.44,2404.43,2.454,6,0,0,0,0,0
0,4154.86,682.21,6.09,23,1,1,0,1,1
0,2873.64,5007.99,0.574,0,1,0,0,0,0
0,765.49,1142.6,0.67,14,0,0,0,0,1
1,1393.06,1047.98,1.329,14,0,0,0,0,0
0,1633.86,9901.6,0.165,18,0,0,0,3,0
0,3693.93,2369.63,1.559,3,1,1,0,1,1
0,12856.37,3404.19,3.777,5,1,0,0,0,0
1,7737.54,5011.06,1.544,9,0,1,1,1,1
0,285.66,824.33,0.347,11,0,0,0,1,0
0,2419.2,4558.91,0.531,3,1,0,0,0,0
0,4711.64,942.27,5.0,5,1,0,0,0,0
1,4042.1,906.72,4.458,13,0,1,1,0,1
1,797.91,1158.87,0.689,12,0,0,1,0,1
0,79884.89,845.68,94.462,21,0,0,0,0,0
1,343.71,3102.43,0.111,20,0,0,0,1,1
1,442.24,1882.75,0.235,2,1,0,0,0,1
1,2449.58,951.37,2.575,20,0,1,1,0,1
0,28334.74,2716.38,10.431,14,0,0,0,2,1
0,609.69,1155.55,0.528,2,1,0,0,0,0
0,1279.75,1101.84,1.161,4,1,0,0,1,0
1,7335.51,1546.6,4.743,12,0,1,0,0,1
0,1766.54,2246.47,0.786,14,0,0,0,1,0
0,1170.3,2102.46,0.557,16,0,0,0,1,0
0,3771.86,1067.5,3.533,5,1,0,0,0,0
1,2576.72,3172.9,0.812,22,1,0,1,1,0
1,6902.03,1211.78,5.696,17,0,1,0,0,1
0,9690.58,820.99,11.804,2,1,0,0,1,0
1,2694.87,394.96,6.823,8,0,0,0,0,0
0,2641.9,3586.24,0.737,7,0,0,0,0,0
1,2388.32,1496.9,1.596,19,0,1,0,0,1
0,3414.78,1789.67,1.908,10,0,0,0,1,0
0,1942.48,3794.18,0.512,23,1,0,0,1,0
1,1806.61,963.27,1.875,10,0,0,1,0,1
0,8566.51,429.68,19.937,7,0,0,0,0,0
1,12977.22,1576.25,8.233,21,0,0,0,1,1
0,254.72,1953.08,0.13,0,1,0,0,1,1
0,1831.75,1168.45,1.568,1,1,0,0,0,0
0,738.56,5576.76,0.132,19,0,0,0,0,0
0,1206.81,157.98,7.639,3,1,0,0,0,1
0,3051.14,4056.4,0.752,1,1,0,0,0,0
0,4316.8,3017.06,1.431,1,1,1,0,0,1
0,1562.8,2232.98,0.7,12,0,0,0,0,0
0,150.3,73.53,2.044,21,0,1,0,0,0
1,515.66,4700.86,0.11,20,0,0,1,2,1
1,5799.05,587.7,9.867,19,0,0,0,0,0
0,51.29,937.37,0.055,5,1,0,0,0,0
1,8464.66,1269.61,6.667,3,1,0,1,0,1
0,3560.3,2135.97,1.667,14,0,0,0,0,0
0,10006.89,2631.96,3.802,22,1,0,0,0,0
1,1396.69,3306.21,0.422,2,1,1,0,1,1
1,123.99,3084.88,0.04,3,1,1,1,1,1
0,3163.62,1858.7,1.702,16,0,0,0,0,0
1,9481.04,2152.38,4.405,5,1,0,0,1,1
0,6015.76,554.64,10.846,1,1,0,0,0,1
1,763.95,753.01,1.015,19,0,0,0,0,0
0,2023.92,3314.01,0.611,12,0,0,1,0,0
0,904.44,3144.75,0.288,14,0,0,0,0,0
0,623.25,2839.6,0.219,4,1,0,0,0,0
0,6260.44,931.71,6.719,23,1,0,0,2,0
0,381.16,3359.15,0.113,18,0,0,0,0,0
1,565.69,520.55,1.087,5,1,1,1,0,1
0,430.42,3903.48,0.11,16,0,0,0,0,0
0,260.52,1170.54,0.223,0,1,0,0,0,0
0,2187.11,6739.58,0.325,1,1,0,0,0,0
0,8184.14,376.42,21.742,0,1,0,0,0,1
0,1421.77,7237.74,0.196,7,0,0,0,0,0
0,255.32,1069.22,0.239,3,1,0,0,0,0
0,5387.99,1052.02,5.122,17,0,0,0,1,1
0,16178.08,1764.03,9.171,22,1,0,1,0,1
0,780.46,790.47,0.987,23,1,0,0,0,0
1,970.57,1387.01,0.7,8,0,1,0,0,0
1,3534.61,762.14,4.638,14,0,1,1,0,1
0,14889.86,787.64,18.904,15,0,0,0,0,0
0,919.85,2294.33,0.401,20,0,0,0,1,0
0,319.84,657.6,0.486,2,1,0,0,1,0
0,4108.63,741.46,5.541,0,1,0,1,0,0
0,5109.15,430.3,11.873,23,1,0,0,0,1
0,1822.51,940.55,1.938,12,0,0,0,0,0
0,875.18,4819.58,0.182,13,0,0,1,2,0
0,6585.94,691.36,9.526,5,1,0,0,0,1
0,3591.94,766.27,4.688,4,1,0,0,0,0
1,665.83,1762.57,0.378,22,1,0,0,1,1
1,1927.2,1060.27,1.818,4,1,1,1,2,1
0,311.93,10996.57,0.028,3,1,0,0,0,0
0,4410.12,1278.86,3.448,20,0,0,0,0,0
1,1285.75,2001.59,0.642,11,0,0,1,0,1
1,1026.16,3461.27,0.296,13,0,0,0,0,0
0,1732.4,3402.0,0.509,22,1,0,0,0,1
0,1905.31,1826.14,1.043,13,0,0,0,0,0
0,5787.23,1280.47,4.52,10,0,0,0,0,0
0,3898.78,9151.07,0.426,21,0,0,1,0,1
0,1475.38,1353.18,1.09,9,0,0,0,1,0
0,4879.36,994.74,4.905,9,0,0,0,2,1
0,3044.09,827.77,3.677,8,0,0,0,1,0
0,1038.38,312.9,3.319,1,1,0,0,0,1
1,1537.43,3100.92,0.496,13,0,0,0,0,0
0,1491.16,178.88,8.336,6,0,0,0,0,1
0,3487.15,1472.7,2.368,16,0,0,1,0,1
0,1122.0,1231.05,0.911,23,1,0,0,2,1
0,1088.4,11114.09,0.098,19,0,0,0,0,0
1,23374.12,284.72,82.095,7,0,0,1,0,1
0,6134.33,657.87,9.325,23,1,0,0,0,0
0,672.65,1309.65,0.514,19,0,1,0,0,0
1,3797.97,1239.2,3.065,3,1,0,0,1,1
0,2108.76,902.72,2.336,4,1,0,1,0,0
1,3007.96,1376.24,2.186,12,0,0,0,0,0
0,2161.47,476.46,4.537,6,0,0,0,1,0
0,8489.08,2041.57,4.158,5,1,0,0,1,0
0,2833.61,183.22,15.466,16,0,0,0,1,0
0,1667.84,1446.36,1.153,5,1,0,0,0,1
1,7008.28,862.37,8.127,18,0,0,0,0,1
1,2448.6,3694.72,0.663,2,1,1,1,1,1
0,2117.35,7185.21,0.295,8,0,0,0,0,0
0,2719.57,1098.89,2.475,20,0,0,0,0,0
1,1600.88,5175.3,0.309,14,0,0,0,0,1
1,1829.86,1113.76,1.643,7,0,1,0,0,1
0,843.28,620.48,1.359,22,1,0,1,0,0
0,680.95,7124.63,0.096,14,0,0,0,0,0
0,493.67,2365.39,0.209,0,1,0,0,1,0
1,296.02,1486.23,0.199,7,0,1,0,0,1
0,576.15,2747.54,0.21,22,1,0,0,0,0
0,1441.52,1894.66,0.761,3,1,0,0,0,0
1,2067.41,1390.89,1.486,21,0,1,0,1,1
0,1270.69,448.63,2.832,9,0,0,1,0,1
0,84.57,1160.4,0.073,15,0,0,0,0,0
0,14002.1,2593.93,5.398,17,0,0,0,2,0
0,7423.64,1325.45,5.601,3,1,0,0,0,1
0,3227.58,3334.55,0.968,7,0,0,0,1,0
0,21584.65,2090.77,10.324,3,1,0,0,0,1
0,507.46,671.61,0.756,9,0,1,0,1,1
0,21034.36,451.58,46.579,19,0,0,1,0,1
1,515.54,1285.03,0.401,3,1,0,1,0,1
1,2466.02,923.52,2.67,15,0,0,1,0,1
0,345.16,2003.58,0.172,11,0,0,0,1,1
0,1842.91,775.63,2.376,9,0,0,0,0,0
0,2986.97,850.77,3.511,10,0,0,0,1,1
